id;Title;Content;Date;Post Type;Langues;Thématiques;Utilisateurs;Écoles;Status
2558;COVID - Je suis étudiant, je suis cas positif, contact ou symptomatique, qui dois-je contacter ?;"<div id=""answer-6"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-6"">
<div class=""panel-body"">

Vous pouvez rédiger un mail à la scolarité de votre école :

Scolarité EMLV : scolaremlv@devinci.fr

Scolarité ESILV : scolarite-esilv@devinci.fr

Scolarité IIM : scolariteiim@devinci.fr

et mettre en copie Elena Niati (Référente santé / infirmière du Pôle) : elena.niati@devinci.fr si besoin de réévaluer votre cas clinique ultérieurement.

</div>
</div>";2023-09-18;question;Français;Vie étudiante>Santé;staff|student;EMLV|ESILV|IIM;publish
2559;COVID - I am a student, I am a confirmed case, a contact case or a symptomatic case, who should I contact?;"<div id=""question-5"" class=""panel-heading "" role=""tab"">You can send an e-mail to your school's registrar:</div>
<div id=""answer-5"" class=""panel-collapse collapse show"" role=""tabpanel"" aria-labelledby=""question-5"">
<div class=""panel-body"">

EMLV School: scolaremlv@devinci.fr

ESILV School: scolarite-esilv@devinci.fr

IIM School: scolariteiim@devinci.fr

and send a copy to Elena Niati (Health referent / Pôle nurse): elena.niati@devinci.fr if you need to reassess your clinical case later.

</div>
</div>";2023-09-18;question;English;Student Experience>Health;staff-en|student-en;EMLV|ESILV;publish
2569;Que faire si je suis victime ou témoin de violences sexistes et sexuelles ?;"Vous pouvez signaler les faits sur la plateforme <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a>, un RV avec les référents VSS vous sera proposé aussitôt.

En complément, vous pouvez vous rapprocher de la référente santé ou de la cellule d’écoute psychologique du pôle : le jeudi après-midi sur site, ou par visio, chat ou téléphone avec Pros-Consulte.";2023-09-21;question;Français;Vie étudiante>Santé;staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2570;What should I do if I am a victim or witness of sexual or gender-based violence?;"&nbsp;

You can report the facts on the  <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a> platform, and an appointment with the VSS referents will be proposed to you shortly.

In addition, you can contact the health referent or the de Vinci Higher Education listening cell : on-campus on Thursday afternoons, or with Pros-Consulte by video, chat or telephone.";2023-09-21;question;English;Student Experience>Health;staff-en|student-en;EMLV|ESILV;publish
2571;Quelle est l’adresse de la plateforme de signalement de violences sexistes et sexuelles ?;"La plateforme externe est accessible sur : <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a>";2023-09-21;question;Français;Vie étudiante>Santé|Vie étudiante>Vie Associative;staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2572;What is the address of the platform for reporting sexual or gender-based violence?;"&nbsp;

The external platform can be accessed at: <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a>";2023-09-21;question;English;Student Experience>Associations|Student Experience>Health;staff-en|student-en;EMLV|ESILV;publish
2573;Qu’est-ce qu’un référent VSS ?;"Au pôle, il existe des référents VSS, membres du personnel dont la mission est de faire de la prévention et d’accompagner les étudiants victimes ou témoins de violences sexistes et sexuelles, et des correspondants VSS dans chaque cursus.

Au sein des associations, il existe également des référents VSS associatifs formés pour participer aux actions de prévention.";2023-09-21;question;Français;Vie étudiante>Santé;staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2574;What is a VSS (SGBV) referent?;"At De Vinci Higher Education, there are VSS referents, members of staff whose mission is to prevent and support students who are victims or witnesses of sexual and gender-based violence, and VSS correspondents in each curriculum.

Within the associations, there are also VSS referents trained to take part in prevention actions.";2023-09-21;question;English;Student Experience>Health;staff-en|student-en;EMLV|ESILV;publish
2575;Comment savoir si je suis victime de VSS ou témoin d’abus ?;Le document intitulé « Lutte contre les violences sexistes et sexuelles, prévention et procédure de signalement » disponible sur le portail vous permet de connaître les différents abus.;2023-09-21;question;Français;Vie étudiante>Vie Associative;staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2577;How do I know if I'm a victim or witness of abuse?;"The document entitled ""Lutte contre les violences sexistes et sexuelles, prévention et procédure de signalement"" (""Fighting against sexual and gender-based violence, prevention and reporting procedures"") available on the portal helps you find out about the various types of abuse.";2023-09-21;question;English;Student Experience>Associations;staff-en|student-en;EMLV|ESILV;publish
2578;J’ai fait un signalement de violences sexistes et sexuelles, que se passe-t-il après ?;"Vous recevrez un message des référents VSS pour organiser une rencontre.

Si les faits se sont produits en milieu étudiant, les référents VSS se rapprocheront des correspondants VSS du cursus pour évaluer la situation et la soumettre à une cellule de décision. Les membres de la cellule de décision prendront les mesures nécessaires.

Si les faits se sont produits en milieu professionnel, le pôle ne pourra pas intervenir, il faudra vous rapprocher de votre employeur.";2023-09-21;question;Français;Vie étudiante>Santé;staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2579;I've reported sexual and gender-based violence, what happens next?;"You will receive a message from the VSS referents to arrange a meeting.

If the incident occurred in a student environment, the VSS referents will contact the curriculum’s VSS correspondent to assess the situation and submit it to a decision-making committee. The members of the decision-making committee will take the necessary measures.

If the incident occurred in the workplace, De Vinci Higher Education will not be able to intervene ; you will need to contact your employer.";2023-09-21;question;English;Student Experience>Health;staff-en|student-en;EMLV|ESILV;publish
2580;Dans une situation de violences sexistes et sexuelles, est-ce que je dois porter plainte ?;"&nbsp;

Le dépôt de plainte est une démarche personnelle qui est indépendante de la procédure du pôle. Il n’est pas nécessaire d’avoir porté plainte auprès des autorités de police pour faire un signalement sur notre plateforme <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a>";2023-09-21;question;Français;Vie étudiante>Santé;staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2581;Should I file a complaint in the event of gender-based or sexual violence?;"&nbsp;

Filing a complaint is a personal process that is independent of de Vinci Higher Education’s procedure. You do not need to have filed a complaint with the police authorities to report a case on our <a href=""http://www.leonarddevinci.signalement.net"">www.leonarddevinci.signalement.net</a> platform.";2023-09-21;question;English;Student Experience>Health;staff-en|student-en;EMLV|ESILV;publish
2582;Qui sont les correspondants VSS à l’ESILV ?;"&nbsp;

Vous pouvez vous rapprocher des correspondants VSS : Blandine JARRY (Responsable scolarité), Najet ASSAKI (A1 sauf restart), Carine VAN DER GUCHT (A2/restart), Cindy VALLÉE (Nantes), Bastien LEJEUNE (A3), Catherine BEIGNET (A4), Irène BLANQUART (A5), Samira ESSARDY (A4/A5 alternance), Sarah MASSUELLES (étudiants internationaux), Laurence LEGRAND (Bachelor)";2023-09-21;question;Français;Vie étudiante>Santé;staff|student;ESILV;publish
2583;Who are the VSS correspondent for ESILV students?;"&nbsp;

You can contact the VSS correspondents: Blandine JARRY (Head of the administrative office), Najet ASSAKI (Y1 except restart), Carine VAN DER GUCHT (Y2/restart), Cindy VALLÉE (Nantes campus), Bastien LEJEUNE (Y3), Catherine BEIGNET (Y4), Irène BLANQUART (Y5), Samira ESSARDY (Y4/Y5 apprendice), Sarah MASSUELLES (international students), Laurence LEGRAND (Bachelor)";2023-09-21;question;English;Student Experience>Health;staff-en|student-en;ESILV;publish
2584;Qui sont les correspondants VSS à l’EMLV ?;Vous correspondants VSS sont vos référents scolarité d’année à l’EMLV.;2023-09-21;question;Français;Vie étudiante>Santé;staff|student;EMLV;publish
2585;Who are the VSS correspondent for EMLV students?;Your VSS correspondents are your EMLV year-long schooling referents.;2023-09-21;question;English;Student Experience>Health;staff-en|student-en;EMLV;publish
2586;Qui sont les correspondants VSS à l’IIM ?;"&nbsp;

Vous pouvez vous rapprocher des correspondants VSS : Aurélie ROBERT (Responsable administration pédagogique), Alexandre ABRANTES (Professeur délégué axe Animation 3D), Mickael GARIMÉ (Responsable pédagogique - A1 Bachelor et Restart), Garance CHEVAUX (Professeure déléguée – A1 Bachelor et Restart), Marie BERNARD (Chargée de projets), Matthieu COUSQUER (Campus Nantes";2023-09-21;question;Français;Vie étudiante>Santé;staff|student;IIM;publish
2591;Titre de la question;;1970-01-01;question;Français;;;EMLV;draft
2593;Question Title;Response;2023-09-28;question;English;Academic Office>Access;faculty-en|student-en;EMLV;draft
2598;"wsdvwdvwdv&lt;";;1970-01-01;question;Français;;;;draft
2599;scwcdswc;"&lt;cs&lt;cwcwcwsdc";1970-01-01;question;Français;Scolarité;;EMLV;draft
2620;Comment s'inscrire/se désinscrire d'un évènement de promotion?;"Vous pouvez vous inscrire à un évènement de promotion en vous inscrivant sur la plateforme.

En cas d'inscription par erreur, vous devez contacter le service à l'initiative de l'évènement par mail.";2023-10-17;question;Français;Vie étudiante;;;publish
2653;Je n'arrive pas à me mettre présent, que faire ?;"Si vous rencontrez un dysfonctionnement sur l'application mobile, vous devez utiliser le portail web <a href=""https://www.leonard-de-vinci.net/"">www.leonard-de-vinci.net.</a>

Vous pouvez également envoyer une demande d'aide pour signaler le problème.

&nbsp;";2023-11-07;question;Français;App Mobile;staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2654;L'application mobile a-t-elle les mêmes fonctionnalités que le portail web ?;"Non, l'application mobile est une version simplifiée du <a href=""https://www.leonard-de-vinci.net/"">portail étudiant</a> et ne remplacera jamais la <a href=""https://www.leonard-de-vinci.net/"">version web</a>.";2023-11-07;question;Français;App Mobile;staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2655;Does the mobile application have the same functionality as the web portal?;"No, the mobile application is a simplified version of the <a href=""https://www.leonard-de-vinci.net/"">student portal</a> and will never replace the web version.";2023-11-07;question;English;Mobile App;staff-en|student-en;EMLV|ESILV;publish
2656;I can't mark myself as present. What should I do?;"If you encounter a bug on the mobile application, you should use the web portal <a href=""https://www.leonard-de-vinci.net/"">www.leonard-de-vinci.net</a>.

You can also send a request for help to report the problem.";2023-11-07;question;English;Mobile App;staff-en|student-en;EMLV|ESILV;publish
2662;Quelle est la durée hebdomadaire d’un stage en France ?;"""Durée hebdomadaire"" signifie durée sur la semaine (en général 35 heures hors pause déjeuner, durée légale en France)";2023-11-20;question;Français;Scolarité|Stages;faculty|staff|student;ESILV|EXECUTIVE;publish
2663;What is the weekly duration of an internship in France?;"""Durée hebdomadaire"" means duration over the week (generally 35 hours without lunch break, legal duration in France).";2023-11-20;question;English;Academic Office|Internship;faculty-en|staff-en|student-en;ESILV;publish
2664;Puis-je valider un stage A4 effectué en S11 par un CDI ?;Si vous n'avez pas encore effectué votre stage de A4, vous devrez le réaliser après votre stage de fin d'études (en S11).  Désormais, vous ne pouvez plus remplacer ce stage A4 par un CDI après le stage A5 (c’était une exception liée à la période covid).;2023-11-20;question;Français;Scolarité|Stages;faculty|staff|student;ESILV;publish
2665;Can I validate an A4 internship completed in S11 with a permanent contract (CDI)?;If you have not yet done your 4th year internship, you will have to do it after your end-of-study internship (in S11). You can no longer replace this internship with a permanent contract after your A5 internship. It was an exception during covid.;2023-11-20;question;English;Academic Office|Internship;faculty-en|staff-en|student-en;ESILV;publish
2667;Quelle est la durée maximale pour un stage en France ?;Un stage en France ne peut dépasser 6 mois (droit du travail);2023-11-20;question;Français;Scolarité|Stages;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2668;What is the maximum length of an internship in France?;An internship in France cannot exceed 6 months (it’s the French law).;2023-11-20;question;English;Academic Office|Internship;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2669;L’entreprise souhaite une charte de confidentialité, quelle est la procédure ?;Si l’entreprise souhaite mettre en place une charte de confidentialité ou équivalent, elle la transmet à l’étudiant stagiaire qui se chargera de la faire signer par l’école (en général, c’est le tuteur école qui doit signer, pas la direction).;2023-11-20;question;Français;Scolarité|Stages;faculty|staff|student;ESILV|EXECUTIVE;publish
2670;The company would like a confidentiality policy. What is the procedure?;If the company wishes to set up a confidentiality policy or equivalent, it sends it to the student who will be responsible to have it signed by the school (usually, the school tutor must sign, not the management).;2023-11-20;question;English;Academic Office|Internship;faculty-en|staff-en|student-en;ESILV;publish
2671;Je suis en double-diplôme, dois-je saisir ma convention sur le portail ?;"Pour les double-diplômes, même si le stage est compris dans le cursus de l'université partenaire, vous devez compléter le formulaire sur la webapps en indiquant ""convention fournie par l'organisme/l’unviersité partenaire ».";2023-11-20;question;Français;Scolarité|Stages;faculty|staff|student;ESILV;publish
2672;I'm doing a double degree. Do I need to enter my agreement on the portal?;"For double degrees, even if the internship is included in the course of the partner university, you must complete the form on webapps/portal, indicating ""agreement provided by the partner/university organization“.";2023-11-20;question;English;Academic Office|Internship;faculty-en|staff-en|student-en;ESILV;publish
2673;Un stage à l’international peut-il valider la période de mobilité obligatoire ?;Un stage à l’international peut valider la période de mobilité obligatoire sous réserve qu’il dure 17 semaines à minima (recommandé 20 semaines).;2023-11-20;question;Français;Scolarité|Stages;faculty|staff|student;ESILV;publish
2674;Can an international internship count towards the compulsory mobility period?;An international internship can count towards the compulsory mobility period, provided that it lasts at least 17 weeks (recommended 20 weeks).;2023-11-20;question;English;Academic Office|Internship;faculty-en|staff-en|student-en;ESILV;publish
2675;Quelle est la procédure en cas  changement de tuteur entreprise?;Vous devez contacter alterance-esilv@devinci.fr;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2676;What procedure should I follow if my company tutor changes?;You must contact alternance-esilv@devinci.fr;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2677;Quelle est la procédure pour rompre un contrat d'alternance après la période d'essai?;Dans un premier temps, avant toute initiative de rupture, vous devez impérativement en informer alternance-esilv@devinci.fr et votre tuteur école.;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2679;What is the procedure for terminating a work-study contract after the trial period?;First of all, before taking any initiative to break off your contract, you must inform alternance-esilv@devinci.fr and your school tutor.;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2680;Quelle est la procédure pour rompre un contrat d'alternance pendant la période d'essai?;Vous devez adresser le formulaire de rupture au CFA et à l'adresse alternance-esilv@devinci.fr;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2681;What is the procedure for terminating a work-study contract during the trial period?;You must send the termination form to the CFA and at alternance-esilv@devinci.fr.;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2682;Quelle est la durée minimum de l'expérience internationale dans le cadre de l'aternance?;La durée minimale est de 9 semaines pour valider l'expérience à l'international dans le cadre de l'alternance.;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2683;What is the minimum length of the international experience required as part of an apprenticeship?;The minimum duration is 9 weeks to validate the international experience in the context of work-study programs.;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2684;Dans le cadre de l'entreprise, le fait d'échanger quotidiennement avec des équipes à l'étranger valide t-il l'expérience international?;Non, l'expérience internationale ne se limite pas à la pratique de la langue.;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2685;In the company context, does the fact of exchanging daily with teams from other countries validate the international experience?;No, international experience isn't limited to language practice.;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2686;Comment puis-je me procurer une convocation aux examens pour poser des jours de révisions?;Vous devez en faire la demande à alternance-esilv@devinci.fr;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2687;How can I obtain an exam convocation so that I can schedule revision days?;Please send your request to alternance-esilv@devinci.fr;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2688;Comment obtenir l'aide financière au permis de conduire?;Vous devez contacter le CFA cfa-ilv@devinci.fr;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV|EXECUTIVE;publish
2689;How can I apply for financial assistance for my driver's license?;You must contact the CFA at cfa-ilv@devinci.fr;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2690;Comment obtenir l'aide financière à la mobilité internationale?;Vous devez contacter le CFA cfa-ilv@devinci.fr;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2691;How can I apply for financial assistance for international mobility?;You must contact the CFA at cfa-ilv@devinci.fr;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2692;Mon livret d'apprentissage n'est pas complet, que dois-je faire?;"Vous êtes garant du suivi et de la complétude de votre livret. N’hésitez à pas relancer vos tuteurs pour cela.
Vous devez vous assurez que votre maitre d'apprentissage a bien accès au portail (en début d'année un mail lui a été envoyé).
Vous devez coordonner les échanges etre votre tuteur école et votre maitre d'apprentissage.
Vous devez vous assurer que chaque étape est signée par tous les partis (coche bleu)
En cas de soucis contacter :
- ESILV : alternance-esilv@devincifr
Rappel, des ects sont attribués à votre livret et donc l'obtention de votre diplôme.";2023-11-23;question;Français;Alternance;faculty|staff|student;ESILV|EXECUTIVE;publish
2693;My apprenticeship booklet is incomplete. What should I do?;You are in charge of the follow up of your booklet and its completion. Don't hesitate to remind your tutors.;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2694;Mon tuteur école ne répond pas à mes sollicitations, que dois-je faire?;Vous devez en informer alterance-esilv@devinci.fr;2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2695;My school tutor doesn't respond to my enquiries. What should I do?;You must notify alternance-esilv@devinci.fr;2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2696;Où puis-je trouver ma convention de mobilité?;"Vous trouverez votre convention de mobilité sur votre portail dans l'onglet ""Scolarité"" puis ""Documents"", catégorie ""Apprentissage""";2023-11-23;question;Français;Alternance|Scolarité;faculty|staff|student;ESILV;publish
2697;Where can I find my mobility agreement?;"You can find your mobility agreement on your student portal in the ""School"" tab, ""Documents"" category, then ""Apprentissage/apprenticeship""";2023-11-23;question;English;Academic Office|Work-study;faculty-en|staff-en|student-en;ESILV;publish
2799;"Quelle est la différence entre ""Date limite"" et ""Date butoir"" ?";"La ""<strong>Date limite</strong>"" représente la date limite pour soumettre un travail, tandis que la ""<strong>Date butoir</strong>"" représente la date à laquelle l'activité n'est plus accessible. Il est conseillé de ne pas activer la Date Butoir. Si jamais il y a des restrictions, utilisez d'autres possibilités dans Moodle pour le faire. Consultez <strong><a href=""https://learning.devinci.fr/course/view.php?id=291&amp;section=11"" target=""_blank"" rel=""noopener"">Créer un devoir</a>.</strong>";2023-12-06;question;Français;De Vinci Learning>Devoirs;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2800;"What is the difference between ""Due Date"" and ""Cut-off date""?";"The <strong>""Due Date""</strong> represents the date by which a job must be submitted, while the<strong> ""Cut off date""</strong> represents the date by which the activity can no longer be accessed. We advise you not to activate the Deadline. If there are any restrictions, use other options in Moodle to do so. See <a href=""https://learning.devinci.fr/course/view.php?id=395&amp;section=9"" target=""_blank"" rel=""noopener"">Create an assignment</a>.";2023-12-06;question;English;De Vinci Learning>Assignments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2807;Comment accéder à mes cours dans De Vinci Learning ?;"<div>Une fois connecté, vous serez dirigé vers votre tableau de bord de De Vinci Learning.</div>
<div id=""yui_3_17_2_1_1701865683298_61"">Sur le tableau de bord, vous devriez voir une liste de vos cours. Cliquez sur le titre du cours auquel vous souhaitez accéder.</div>
<img class=""alignnone wp-image-2727"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/find_course_FR.png"" alt="""" width=""793"" height=""47"" />
<div id=""yui_3_17_2_1_1701865683298_57"">Sur la vue des cours, vous disposez de plusieurs filtres que vous pouvez utiliser (Année scolaire, cursus, semestre et domaines).</div>
<div></div>
<div>

Vous pouvez ajuster votre recherche par le biais des filtres et faire une recherche manuelle dans la barre dédiée :

<img class="" wp-image-2728 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/filter_search_FR.png"" alt="""" width=""232"" height=""326"" />

Aussi, si vous ne retrouvez pas votre cours, appuyez sur le bouton ""réinitialiser"" afin de remettre vos filtres à zéro. Il est probable qu'un filtre vous empêche de proprement trouver le cours souhaité.

</div>";2023-12-06;question;Français;De Vinci Learning;faculty|staff|student;ESILV|EXECUTIVE|IIM;publish
2808;How do I access my courses in De Vinci Learning?;"Once you have logged in, you will be directed to your De Vinci Learning dashboard.
On the dashboard, you should see a list of your courses. Click on the title of the course you wish to access.

On the course view, you have several filters you can use (Academic year, curriculum, semester and subject areas).

<img class=""alignnone  wp-image-2731"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/Find_course_ENG.png"" alt="""" width=""818"" height=""46"" />

You can adjust your search using the filters and do a manual search in the dedicated bar:

Also, if you can't find your course, press the ""reset"" button to reset your filters to zero. It is likely that a filter is preventing you from properly finding the course you want.

&nbsp;

<img class="" wp-image-2732 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/filter_cursus_ENG.png"" alt="""" width=""174"" height=""311"" />";2023-12-06;question;English;De Vinci Learning;faculty-en|staff-en|student-en;ESILV;publish
2813;"Pourquoi il y a une mention ""Marquer comme terminé"" dans les activités de mon cours ?";"<img class=""size-full wp-image-2743 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/Marquer-comme-termine.png"" alt="""" width=""209"" height=""60"" />

La mention ""<strong>Marquer comme terminé</strong>"" permet aux étudiants de suivre leur progression dans le cours en indiquant les activités qu'ils ont achevées.
Selon les paramètres de l'activité, l'étudiant peut l'indiquer lui même en cliquant sur le bouton ou alors l'indicateur d'achèvement prend automatiquement en compte la progression lors de la consultation.

Vous pouvez gérer ces comportements dans les paramètres de l'activité sous la catégorie <strong>""Achèvement d'activité"" </strong>

&nbsp;

<img class=""size-full wp-image-2742 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/achevement-dactivite.png"" alt="""" width=""866"" height=""161"" />";2023-12-06;question;Français;De Vinci Learning>Ressources;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2814;"Why is there a ""Mark as done"" message in my course activities?";"<img class=""size-full wp-image-2746 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/Marquer-comme-termine_ENG.png"" alt="""" width=""147"" height=""77"" />
The <strong>""Mark as done""</strong> option allows students to track their progress in the course by indicating which activities they have completed.
Depending on the activity's settings, students can either indicate this themselves by clicking on the button, or the completion indicator automatically takes progress into account when viewing the activity.

You can manage these behaviors in the activity settings under the <strong>""Activity completion""</strong> category.

<img class=""size-full wp-image-2747 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/achevement-dactivite_ENG.png"" alt="""" width=""991"" height=""144"" />";2023-12-06;question;English;De Vinci Learning>Resources;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2815;Où trouver nos tutoriels De Vinci Learning ?;"<p id=""yui_3_17_2_1_1701865683298_74"" dir=""ltr"">Pour les enseignants suivez le cours <strong><a href=""https://learning.devinci.fr/course/view.php?id=291"" target=""_blank"" rel=""noopener"">Créer son cours sur Devinci Learning</a> </strong>et les étudiants pourront suivre le cours <strong><a href=""https://learning.devinci.fr/course/view.php?id=292"" target=""_blank"" rel=""noopener"">Prendre en main Devinci Learning.</a></strong></p>
Vous pouvez également relancer les visites guidées sur DVL en cliquant sur le<strong> ""?""</strong> en bas de chaque page. Si une visite guidée devait se lancer sur cette page, alors elle réapparaitra :

<img class="" wp-image-2750 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/visite_guidee_1.png"" alt="""" width=""261"" height=""227"" />
<p dir=""ltr""><img class="" wp-image-2751 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/visite_guidee_2.png"" alt="""" width=""314"" height=""196"" /></p>
<p dir=""ltr""></p>";2023-12-06;question;Français;De Vinci Learning;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2817;Where can I find our Vinci Learning tutorials?;"Teachers can follow the <strong><a href=""https://learning.devinci.fr/course/view.php?id=395"" target=""_blank"" rel=""noopener""> Create your course on De Vinci Learning</a></strong> course, while students can follow the <strong><a href=""https://learning.devinci.fr/course/view.php?id=7114"" target=""_blank"" rel=""noopener"">Getting started with De Vinci Learning</a></strong> course.

You can also restart guided tours on DVL by clicking on the <strong>""?""</strong> at the bottom of each page. If a tour should start on this page, it will reappear:

&nbsp;

<img class="" wp-image-2754 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/visite_guidee_1_ENG-1.png"" alt="""" width=""254"" height=""236"" />

<img class=""wp-image-2755 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/visite_guidee_2_ENG.png"" alt="""" width=""312"" height=""202"" />";2023-12-06;question;English;De Vinci Learning;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2825;Comment rédiger du contenu en LaTeX sur De Vinci Learning ?;"<p id=""yui_3_17_2_1_1701865683298_88"" dir=""ltr"">Dans l'édition de texte, cliquez sur le bouton <strong id=""yui_3_17_2_1_1701865683298_90"">""Afficher plus de boutons""</strong> tout à gauche et cliquez sur<strong> l'éditeur d'équations.</strong></p>
<p dir=""ltr""><img class="" wp-image-2774 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/Latex.png"" alt="""" width=""415"" height=""121"" /></p>";2023-12-06;question;Français;De Vinci Learning>Ressources;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2826;How do I write content in LaTeX on De Vinci Learning?;"In the text editor, click on the <strong>""Show more""</strong> button on the far left and click on <strong>the equation editor.</strong>

<img class="" wp-image-2776 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/Latex_ENG.png"" alt="""" width=""602"" height=""138"" />";2023-12-06;question;English;De Vinci Learning>Resources;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2832;Comment l'évaluateur est informé du rendu d'un devoir ?;Dans DVL, les évaluateurs sont automatiquement informés des rendus de devoirs via les notifications du système. Vous n'avez pas besoin de les informer manuellement.;2023-12-06;question;Français;De Vinci Learning>Devoirs;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
2835;How is the assessor informed when an assignment is due?;In Moodle, assessors are automatically informed of assignments via system notifications. You don't need to inform them manually.;2023-12-06;question;English;De Vinci Learning>Assignments;faculty-en|staff-en|student-en;EMLV|ESILV;publish
2837;Comment modifier un dépôt de devoir dans De Vinci Learning ?;"La fonctionnalité ""<strong>Modifier le travail remis</strong>"" dans DVL permet aux étudiants de soumettre une nouvelle version de leur travail. Il suffit de cliquer sur ""<strong>Modifier le travail remis</strong>"" à côté de la soumission initiale, charger la nouvelle version et cliquer sur ""<strong id=""yui_3_17_2_1_1701865683298_109"">Enregistrer les modifications</strong>"".

L'enseignant a également cette fonctionnalité et peut aussi <strong>modifier un travail remis par l'étudiant</strong> lorsqu'il consulte les travaux rendus en cliquant sur<strong> ""Consulter tous les travaux remis""</strong> puis en face du travail à modifier cliquer sur <strong>""Modifier""  &gt; ""Modifier le travail""</strong>

<img class="" wp-image-2788 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/consulter-tous-devoirs.png"" alt="""" width=""229"" height=""77"" />

&nbsp;

<img class="" wp-image-2789 aligncenter"" src=""https://help.devinci.fr/kb/wp-content/uploads/2023/12/modifiertravail.png"" alt="""" width=""281"" height=""151"" />";2023-12-06;question;Français;De Vinci Learning>Devoirs;faculty|staff|student;EMLV|ESILV|EXECUTIVE|IIM;publish
